xyzdmxyzcountry,xyzdmxyzrequestyear,xyzdmxyzinterpolation,xyzdcxyzwelfaretype,xyzdcxyzcoverage,xyzdcxyzgender,xyzdcxyzagegroup,xyzdcxyzeducation,xyzdcxyzdistribution,xyzdpxyzsi_pov_share_all,xyzdcxyzpppyear
DJI,2017,FALSE,CONS,,,,Secondary education,T60,.7225659,2017
DJI,2017,FALSE,CONS,,,,No education,B40,.4828078,2017
DJI,2017,FALSE,CONS,,,,No education,T60,.5171922,2017
DJI,2017,FALSE,CONS,,Male,,,B40,.4040647,2017
DJI,2017,FALSE,CONS,,Male,,,T60,.5959353,2017
DJI,2017,FALSE,CONS,,Female,,,B40,.3960084,2017
DJI,2017,FALSE,CONS,,Female,,,T60,.6039916,2017
DJI,2017,FALSE,CONS,R,,,,B40,.8329998,2017
DJI,2017,FALSE,CONS,R,,,,T60,.1670002,2017
DJI,2017,FALSE,CONS,U,,,,B40,.3224012,2017
DJI,2017,FALSE,CONS,U,,,,T60,.6775988,2017
DOM,2022,FALSE,INC,,,0-14,,B40,.5861213,2017
DOM,2022,FALSE,INC,,,0-14,,T60,.4138786,2017
DOM,2022,FALSE,INC,,,15-64,,B40,.3476293,2017
DOM,2022,FALSE,INC,,,15-64,,T60,.6523708,2017
DOM,2022,FALSE,INC,,,>65,,B40,.248942,2017
DOM,2022,FALSE,INC,,,>65,,T60,.751058,2017
DOM,2022,FALSE,INC,,,,Primary education,B40,.3515081,2017
DOM,2022,FALSE,INC,,,,Primary education,T60,.6484919,2017
DOM,2022,FALSE,INC,,,,Tertiary education,B40,.1798999,2017
DOM,2022,FALSE,INC,,,,Tertiary education,T60,.8201001,2017
DOM,2022,FALSE,INC,,,,Secondary education,B40,.3787143,2017
DOM,2022,FALSE,INC,,,,Secondary education,T60,.6212857,2017
DOM,2022,FALSE,INC,,,,No education,B40,.4188381,2017
DOM,2022,FALSE,INC,,,,No education,T60,.5811619,2017
DOM,2022,FALSE,INC,,Male,,,B40,.3754796,2017
DOM,2022,FALSE,INC,,Male,,,T60,.6245204,2017
DOM,2022,FALSE,INC,,Female,,,B40,.4228233,2017
DOM,2022,FALSE,INC,,Female,,,T60,.5771767,2017
DOM,2022,FALSE,INC,R,,,,B40,.4075155,2017
DOM,2022,FALSE,INC,R,,,,T60,.5924845,2017
DOM,2022,FALSE,INC,U,,,,B40,.398475,2017
DOM,2022,FALSE,INC,U,,,,T60,.6015249,2017
ECU,2022,FALSE,INC,,,0-14,,B40,.5753677,2017
ECU,2022,FALSE,INC,,,0-14,,T60,.4246323,2017
ECU,2022,FALSE,INC,,,15-64,,B40,.3508587,2017
ECU,2022,FALSE,INC,,,15-64,,T60,.6491414,2017
ECU,2022,FALSE,INC,,,>65,,B40,.185568,2017
ECU,2022,FALSE,INC,,,>65,,T60,.814432,2017
ECU,2022,FALSE,INC,,,,Primary education,B40,.3643602,2017
ECU,2022,FALSE,INC,,,,Primary education,T60,.6356398,2017
ECU,2022,FALSE,INC,,,,Tertiary education,B40,.1166542,2017
ECU,2022,FALSE,INC,,,,Tertiary education,T60,.8833458,2017
ECU,2022,FALSE,INC,,,,Secondary education,B40,.3873748,2017
ECU,2022,FALSE,INC,,,,Secondary education,T60,.6126252,2017
ECU,2022,FALSE,INC,,,,No education,B40,.4244537,2017
ECU,2022,FALSE,INC,,,,No education,T60,.5755463,2017
ECU,2022,FALSE,INC,,Male,,,B40,.3871321,2017
ECU,2022,FALSE,INC,,Male,,,T60,.6128679,2017
ECU,2022,FALSE,INC,,Female,,,B40,.412251,2017
ECU,2022,FALSE,INC,,Female,,,T60,.5877491,2017
ECU,2022,FALSE,INC,R,,,,B40,.5342818,2017
ECU,2022,FALSE,INC,R,,,,T60,.4657182,2017
ECU,2022,FALSE,INC,U,,,,B40,.3369685,2017
ECU,2022,FALSE,INC,U,,,,T60,.6630315,2017
EGY,2019,FALSE,CONS,,,0-14,,B40,.5197358,2017
EGY,2019,FALSE,CONS,,,0-14,,T60,.4802642,2017
EGY,2019,FALSE,CONS,,,15-64,,B40,.3514212,2017
EGY,2019,FALSE,CONS,,,15-64,,T60,.6485788,2017
EGY,2019,FALSE,CONS,,,>65,,B40,.1936112,2017
EGY,2019,FALSE,CONS,,,>65,,T60,.8063887,2017
EGY,2019,FALSE,CONS,,,,Primary education,B40,.399675,2017
EGY,2019,FALSE,CONS,,,,Primary education,T60,.600325,2017
EGY,2019,FALSE,CONS,,,,Tertiary education,B40,.1536147,2017
EGY,2019,FALSE,CONS,,,,Tertiary education,T60,.8463853,2017
EGY,2019,FALSE,CONS,,,,Secondary education,B40,.3787408,2017
EGY,2019,FALSE,CONS,,,,Secondary education,T60,.6212592,2017
EGY,2019,FALSE,CONS,,,,No education,B40,.4310451,2017
EGY,2019,FALSE,CONS,,,,No education,T60,.5689549,2017
EGY,2019,FALSE,CONS,,Male,,,B40,.401183,2017
EGY,2019,FALSE,CONS,,Male,,,T60,.598817,2017
EGY,2019,FALSE,CONS,,Female,,,B40,.3987709,2017
EGY,2019,FALSE,CONS,,Female,,,T60,.6012291,2017
EGY,2019,FALSE,CONS,R,,,,B40,.475858,2017
EGY,2019,FALSE,CONS,R,,,,T60,.524142,2017
EGY,2019,FALSE,CONS,U,,,,B40,.2908549,2017
EGY,2019,FALSE,CONS,U,,,,T60,.7091451,2017
ETH,2015,FALSE,CONS,,,0-14,,B40,.4558552,2017
ETH,2015,FALSE,CONS,,,0-14,,T60,.5441448,2017
ETH,2015,FALSE,CONS,,,15-64,,B40,.3581218,2017
ETH,2015,FALSE,CONS,,,15-64,,T60,.6418781,2017
ETH,2015,FALSE,CONS,,,>65,,B40,.310946,2017
ETH,2015,FALSE,CONS,,,>65,,T60,.689054,2017
ETH,2015,FALSE,CONS,,,,Primary education,B40,.3384269,2017
ETH,2015,FALSE,CONS,,,,Primary education,T60,.6615731,2017
ETH,2015,FALSE,CONS,,,,Tertiary education,B40,.0681781,2017
ETH,2015,FALSE,CONS,,,,Tertiary education,T60,.9318219,2017
ETH,2015,FALSE,CONS,,,,Secondary education,B40,.1825579,2017
ETH,2015,FALSE,CONS,,,,Secondary education,T60,.8174421,2017
ETH,2015,FALSE,CONS,,,,No education,B40,.4236582,2017
ETH,2015,FALSE,CONS,,,,No education,T60,.5763419,2017
ETH,2015,FALSE,CONS,,Male,,,B40,.407859,2017
ETH,2015,FALSE,CONS,,Male,,,T60,.592141,2017
ETH,2015,FALSE,CONS,,Female,,,B40,.391667,2017
ETH,2015,FALSE,CONS,,Female,,,T60,.608333,2017
ETH,2015,FALSE,CONS,R,,,,B40,.45143,2017
ETH,2015,FALSE,CONS,R,,,,T60,.54857,2017
ETH,2015,FALSE,CONS,U,,,,B40,.1818899,2017
ETH,2015,FALSE,CONS,U,,,,T60,.8181101,2017
FJI,2019,FALSE,CONS,,,0-14,,B40,.5268096,2017
FJI,2019,FALSE,CONS,,,0-14,,T60,.4731904,2017
FJI,2019,FALSE,CONS,,,15-64,,B40,.3523553,2017
FJI,2019,FALSE,CONS,,,15-64,,T60,.6476447,2017
FJI,2019,FALSE,CONS,,,>65,,B40,.2973627,2017
FJI,2019,FALSE,CONS,,,>65,,T60,.7026373,2017
FJI,2019,FALSE,CONS,,,,Primary education,B40,.4107425,2017
FJI,2019,FALSE,CONS,,,,Primary education,T60,.5892575,2017
FJI,2019,FALSE,CONS,,,,Tertiary education,B40,.1009944,2017
FJI,2019,FALSE,CONS,,,,Tertiary education,T60,.8990056,2017
FJI,2019,FALSE,CONS,,,,Secondary education,B40,.361374,2017
FJI,2019,FALSE,CONS,,,,Secondary education,T60,.638626,2017
FJI,2019,FALSE,CONS,,,,No education,B40,.3878831,2017
FJI,2019,FALSE,CONS,,,,No education,T60,.6121169,2017
FJI,2019,FALSE,CONS,R,,,,B40,.5397421,2017
FJI,2019,FALSE,CONS,R,,,,T60,.460258,2017
FJI,2019,FALSE,CONS,U,,,,B40,.2868037,2017
FJI,2019,FALSE,CONS,U,,,,T60,.7131963,2017
FSM,2013,FALSE,CONS,,,0-14,,B40,.4565881,2017
FSM,2013,FALSE,CONS,,,0-14,,T60,.5434119,2017
FSM,2013,FALSE,CONS,,,15-64,,B40,.3749695,2017
FSM,2013,FALSE,CONS,,,15-64,,T60,.6250305,2017
FSM,2013,FALSE,CONS,,,>65,,B40,.312196,2017
FSM,2013,FALSE,CONS,,,>65,,T60,.6878039,2017
FSM,2013,FALSE,CONS,,,,Primary education,B40,.4560531,2017
FSM,2013,FALSE,CONS,,,,Primary education,T60,.5439469,2017
FSM,2013,FALSE,CONS,,,,Tertiary education,B40,.0961134,2017
FSM,2013,FALSE,CONS,,,,Tertiary education,T60,.9038866,2017
FSM,2013,FALSE,CONS,,,,Secondary education,B40,.3009218,2017
FSM,2013,FALSE,CONS,,,,Secondary education,T60,.6990781,2017
FSM,2013,FALSE,CONS,,,,No education,B40,.5994948,2017
FSM,2013,FALSE,CONS,,,,No education,T60,.4005052,2017
FSM,2013,FALSE,CONS,,Male,,,B40,.404709,2017
FSM,2013,FALSE,CONS,,Male,,,T60,.595291,2017
FSM,2013,FALSE,CONS,,Female,,,B40,.3951748,2017
FSM,2013,FALSE,CONS,,Female,,,T60,.6048252,2017
GAB,2017,FALSE,CONS,,,,Primary education,B40,.4861061,2017
GAB,2017,FALSE,CONS,,,,Primary education,T60,.5138939,2017
GAB,2017,FALSE,CONS,,,,Tertiary education,B40,.0984543,2017
GAB,2017,FALSE,CONS,,,,Tertiary education,T60,.9015457,2017
GAB,2017,FALSE,CONS,,,,Secondary education,B40,.3241943,2017
GAB,2017,FALSE,CONS,,,,Secondary education,T60,.6758057,2017
GAB,2017,FALSE,CONS,,,,No education,B40,.4148976,2017
GAB,2017,FALSE,CONS,,,,No education,T60,.5851024,2017
GHA,2016,FALSE,CONS,,,0-14,,B40,.4835158,2017
GHA,2016,FALSE,CONS,,,0-14,,T60,.5164842,2017
GHA,2016,FALSE,CONS,,,15-64,,B40,.3436561,2017
GHA,2016,FALSE,CONS,,,15-64,,T60,.6563439,2017
GHA,2016,FALSE,CONS,,,>65,,B40,.4051618,2017
GHA,2016,FALSE,CONS,,,>65,,T60,.5948382,2017
GHA,2016,FALSE,CONS,,,,Primary education,B40,.4550019,2017
GHA,2016,FALSE,CONS,,,,Primary education,T60,.5449982,2017
GHA,2016,FALSE,CONS,,,,Tertiary education,B40,.0770679,2017
GHA,2016,FALSE,CONS,,,,Tertiary education,T60,.9229321,2017
GHA,2016,FALSE,CONS,,,,Secondary education,B40,.2660973,2017
GHA,2016,FALSE,CONS,,,,Secondary education,T60,.7339027,2017
GHA,2016,FALSE,CONS,,,,No education,B40,.6093162,2017
GHA,2016,FALSE,CONS,,,,No education,T60,.3906838,2017
GHA,2016,FALSE,CONS,,Male,,,B40,.3972122,2017
GHA,2016,FALSE,CONS,,Male,,,T60,.6027878,2017
GHA,2016,FALSE,CONS,,Female,,,B40,.4025987,2017
GHA,2016,FALSE,CONS,,Female,,,T60,.5974013,2017
GHA,2016,FALSE,CONS,R,,,,B40,.6064172,2017
GHA,2016,FALSE,CONS,R,,,,T60,.3935828,2017
GHA,2016,FALSE,CONS,U,,,,B40,.1993945,2017
GHA,2016,FALSE,CONS,U,,,,T60,.8006055,2017
GMB,2020,FALSE,CONS,,,0-14,,B40,.4480314,2017
GMB,2020,FALSE,CONS,,,0-14,,T60,.5519686,2017
GMB,2020,FALSE,CONS,,,15-64,,B40,.3610674,2017
GMB,2020,FALSE,CONS,,,15-64,,T60,.6389326,2017
GMB,2020,FALSE,CONS,,,>65,,B40,.3822875,2017
GMB,2020,FALSE,CONS,,,>65,,T60,.6177125,2017
GMB,2020,FALSE,CONS,,,,Primary education,B40,.3349872,2017
GMB,2020,FALSE,CONS,,,,Primary education,T60,.6650128,2017
GMB,2020,FALSE,CONS,,,,Tertiary education,B40,.1011159,2017
GMB,2020,FALSE,CONS,,,,Tertiary education,T60,.8988841,2017
GMB,2020,FALSE,CONS,,,,Secondary education,B40,.2377571,2017
GMB,2020,FALSE,CONS,,,,Secondary education,T60,.7622429,2017
GMB,2020,FALSE,CONS,,,,No education,B40,.4696082,2017
GMB,2020,FALSE,CONS,,,,No education,T60,.5303919,2017
GMB,2020,FALSE,CONS,,Male,,,B40,.4051272,2017
GMB,2020,FALSE,CONS,,Male,,,T60,.5948728,2017
GMB,2020,FALSE,CONS,,Female,,,B40,.3953202,2017
GMB,2020,FALSE,CONS,,Female,,,T60,.6046798,2017
GMB,2020,FALSE,CONS,R,,,,B40,.6203198,2017
GMB,2020,FALSE,CONS,R,,,,T60,.3796802,2017
GMB,2020,FALSE,CONS,U,,,,B40,.2198802,2017
GMB,2020,FALSE,CONS,U,,,,T60,.7801198,2017
GNB,2021,FALSE,CONS,,,0-14,,B40,.5484203,2017
GNB,2021,FALSE,CONS,,,0-14,,T60,.4515797,2017
GNB,2021,FALSE,CONS,,Male,,,B40,.3972487,2017
GNB,2021,FALSE,CONS,,Male,,,T60,.6027513,2017
GNB,2021,FALSE,CONS,,Female,,,B40,.4039771,2017
GNB,2021,FALSE,CONS,,Female,,,T60,.5960229,2017
GNB,2021,FALSE,CONS,R,,,,B40,.6056077,2017
GNB,2021,FALSE,CONS,R,,,,T60,.3943923,2017
GNB,2021,FALSE,CONS,U,,,,B40,.1224764,2017
GNB,2021,FALSE,CONS,U,,,,T60,.8775236,2017
GRD,2018,FALSE,CONS,,,0-14,,B40,.5524487,2017
GRD,2018,FALSE,CONS,,,0-14,,T60,.4475513,2017
GRD,2018,FALSE,CONS,,,15-64,,B40,.3875386,2017
GRD,2018,FALSE,CONS,,,15-64,,T60,.6124614,2017
GRD,2018,FALSE,CONS,,,>65,,B40,.2327998,2017
GRD,2018,FALSE,CONS,,,>65,,T60,.7672002,2017
GRD,2018,FALSE,CONS,,,,Primary education,B40,.3588414,2017
GRD,2018,FALSE,CONS,,,,Primary education,T60,.6411586,2017
GRD,2018,FALSE,CONS,,,,Tertiary education,B40,.1851116,2017
GRD,2018,FALSE,CONS,,,,Tertiary education,T60,.8148884,2017
GRD,2018,FALSE,CONS,,,,Secondary education,B40,.413439,2017
GRD,2018,FALSE,CONS,,,,Secondary education,T60,.586561,2017
GRD,2018,FALSE,CONS,,Male,,,B40,.389824,2017
GRD,2018,FALSE,CONS,,Male,,,T60,.610176,2017
GRD,2018,FALSE,CONS,,Female,,,B40,.408985,2017
GRD,2018,FALSE,CONS,,Female,,,T60,.591015,2017
GRD,2018,FALSE,CONS,R,,,,B40,.517583,2017
GRD,2018,FALSE,CONS,R,,,,T60,.482417,2017
GRD,2018,FALSE,CONS,U,,,,B40,.2914467,2017
GRD,2018,FALSE,CONS,U,,,,T60,.7085533,2017
GTM,2014,FALSE,INC,,,0-14,,B40,.4974809,2017
GTM,2014,FALSE,INC,,,0-14,,T60,.5025191,2017
GTM,2014,FALSE,INC,,,15-64,,B40,.3476031,2017
GTM,2014,FALSE,INC,,,15-64,,T60,.6523969,2017
GTM,2014,FALSE,INC,,,>65,,B40,.3254302,2017
GTM,2014,FALSE,INC,,,>65,,T60,.6745698,2017
GTM,2014,FALSE,INC,,,,Primary education,B40,.3923238,2017
GTM,2014,FALSE,INC,,,,Primary education,T60,.6076762,2017
GTM,2014,FALSE,INC,,,,Tertiary education,B40,.0334455,2017
GTM,2014,FALSE,INC,,,,Tertiary education,T60,.9665545,2017
GTM,2014,FALSE,INC,,,,Secondary education,B40,.1891755,2017
GTM,2014,FALSE,INC,,,,Secondary education,T60,.8108245,2017
GTM,2014,FALSE,INC,,,,No education,B40,.5305654,2017
GTM,2014,FALSE,INC,,,,No education,T60,.4694346,2017
GTM,2014,FALSE,INC,,Male,,,B40,.3987679,2017
GTM,2014,FALSE,INC,,Male,,,T60,.6012321,2017
GTM,2014,FALSE,INC,,Female,,,B40,.4011396,2017
GTM,2014,FALSE,INC,,Female,,,T60,.5988604,2017
GTM,2014,FALSE,INC,R,,,,B40,.5415668,2017
GTM,2014,FALSE,INC,R,,,,T60,.4584331,2017
GTM,2014,FALSE,INC,U,,,,B40,.2554639,2017
GTM,2014,FALSE,INC,U,,,,T60,.7445362,2017
HND,2019,FALSE,INC,,,0-14,,B40,.500712,2017
HND,2019,FALSE,INC,,,0-14,,T60,.499288,2017
HND,2019,FALSE,INC,,,15-64,,B40,.3573884,2017
HND,2019,FALSE,INC,,,15-64,,T60,.6426116,2017
HND,2019,FALSE,INC,,,>65,,B40,.3612087,2017
HND,2019,FALSE,INC,,,>65,,T60,.6387913,2017
HND,2019,FALSE,INC,,,,Primary education,B40,.4624174,2017
HND,2019,FALSE,INC,,,,Primary education,T60,.5375826,2017
HND,2019,FALSE,INC,,,,Tertiary education,B40,.0470128,2017
HND,2019,FALSE,INC,,,,Tertiary education,T60,.9529873,2017
HND,2019,FALSE,INC,,,,Secondary education,B40,.2216377,2017
HND,2019,FALSE,INC,,,,Secondary education,T60,.7783623,2017
HND,2019,FALSE,INC,,,,No education,B40,.6008936,2017
HND,2019,FALSE,INC,,,,No education,T60,.3991064,2017
HND,2019,FALSE,INC,,Male,,,B40,.4058695,2017
HND,2019,FALSE,INC,,Male,,,T60,.5941306,2017
HND,2019,FALSE,INC,,Female,,,B40,.3945237,2017
HND,2019,FALSE,INC,,Female,,,T60,.6054764,2017
HND,2019,FALSE,INC,R,,,,B40,.6054242,2017
HND,2019,FALSE,INC,R,,,,T60,.3945758,2017
HND,2019,FALSE,INC,U,,,,B40,.2433499,2017
HND,2019,FALSE,INC,U,,,,T60,.75665,2017
HRV,2021,FALSE,INC,,,0-14,,B40,.5464777,2017
HRV,2021,FALSE,INC,,,0-14,,T60,.4535224,2017
HRV,2021,FALSE,INC,,,15-64,,B40,.3531533,2017
HRV,2021,FALSE,INC,,,15-64,,T60,.6468467,2017
HRV,2021,FALSE,INC,,,>65,,B40,.4448353,2017
HRV,2021,FALSE,INC,,,>65,,T60,.5551646,2017
HRV,2021,FALSE,INC,,,,Primary education,B40,.6922262,2017
HRV,2021,FALSE,INC,,,,Primary education,T60,.3077738,2017
HRV,2021,FALSE,INC,,,,Tertiary education,B40,.1474871,2017
HRV,2021,FALSE,INC,,,,Tertiary education,T60,.8525128,2017
HRV,2021,FALSE,INC,,,,Secondary education,B40,.4222421,2017
HRV,2021,FALSE,INC,,,,Secondary education,T60,.5777579,2017
HRV,2021,FALSE,INC,,,,No education,B40,.7018209,2017
HRV,2021,FALSE,INC,,,,No education,T60,.2981791,2017
HRV,2021,FALSE,INC,,Male,,,B40,.3868161,2017
HRV,2021,FALSE,INC,,Male,,,T60,.6131839,2017
HRV,2021,FALSE,INC,,Female,,,B40,.4122514,2017
HRV,2021,FALSE,INC,,Female,,,T60,.5877486,2017
HRV,2021,FALSE,INC,R,,,,B40,.4813568,2017
HRV,2021,FALSE,INC,R,,,,T60,.5186433,2017
HRV,2021,FALSE,INC,U,,,,B40,.3524921,2017
HRV,2021,FALSE,INC,U,,,,T60,.6475079,2017
HTI,2012,FALSE,CONS,,,0-14,,B40,.4791777,2017
HTI,2012,FALSE,CONS,,,0-14,,T60,.5208223,2017
HTI,2012,FALSE,CONS,,,15-64,,B40,.3536949,2017
HTI,2012,FALSE,CONS,,,15-64,,T60,.6463051,2017
HTI,2012,FALSE,CONS,,,>65,,B40,.3863025,2017
HTI,2012,FALSE,CONS,,,>65,,T60,.6136975,2017
HTI,2012,FALSE,CONS,,,,Primary education,B40,.4134585,2017
HTI,2012,FALSE,CONS,,,,Primary education,T60,.5865415,2017
HTI,2012,FALSE,CONS,,,,Tertiary education,T60,.9410267,2017
HTI,2012,FALSE,CONS,,,,Secondary education,B40,.2606177,2017
HTI,2012,FALSE,CONS,,,,Secondary education,T60,.7393823,2017
HTI,2012,FALSE,CONS,,,,No education,B40,.5316556,2017
HTI,2012,FALSE,CONS,,,,No education,T60,.4683445,2017
HTI,2012,FALSE,CONS,,Male,,,B40,.4082357,2017
HTI,2012,FALSE,CONS,,Male,,,T60,.5917643,2017
HTI,2012,FALSE,CONS,,Female,,,B40,.3921078,2017
HTI,2012,FALSE,CONS,,Female,,,T60,.6078922,2017
HTI,2012,FALSE,CONS,R,,,,B40,.5840577,2017
HTI,2012,FALSE,CONS,R,,,,T60,.4159423,2017
HTI,2012,FALSE,CONS,U,,,,B40,.1980442,2017
HTI,2012,FALSE,CONS,U,,,,T60,.8019558,2017
IDN,2023,FALSE,CONS,,,0-14,,B40,.4706369,2017
IDN,2023,FALSE,CONS,,,0-14,,T60,.5293631,2017
IDN,2023,FALSE,CONS,,,15-64,,B40,.3710581,2017
IDN,2023,FALSE,CONS,,,15-64,,T60,.6289418,2017
IDN,2023,FALSE,CONS,,,>65,,B40,.4395998,2017
IDN,2023,FALSE,CONS,,,>65,,T60,.5604002,2017
IDN,2023,FALSE,CONS,,,,Primary education,B40,.4832439,2017
IDN,2023,FALSE,CONS,,,,Primary education,T60,.5167561,2017
IDN,2023,FALSE,CONS,,,,Tertiary education,B40,.1796082,2017
IDN,2023,FALSE,CONS,,,,Tertiary education,T60,.8203918,2017
IDN,2023,FALSE,CONS,,,,Secondary education,B40,.3521865,2017
IDN,2023,FALSE,CONS,,,,Secondary education,T60,.6478135,2017
IDN,2023,FALSE,CONS,,,,No education,B40,.533042,2017
IDN,2023,FALSE,CONS,,,,No education,T60,.466958,2017
IDN,2023,FALSE,CONS,,Male,,,B40,.397522,2017
IDN,2023,FALSE,CONS,,Male,,,T60,.602478,2017
IDN,2023,FALSE,CONS,,Female,,,B40,.4024859,2017
IDN,2023,FALSE,CONS,,Female,,,T60,.5975141,2017
IDN,2023,FALSE,CONS,R,,,,B40,.4674841,2017
IDN,2023,FALSE,CONS,R,,,,T60,.5325159,2017
IDN,2023,FALSE,CONS,U,,,,B40,.3514314,2017
IDN,2023,FALSE,CONS,U,,,,T60,.6485686,2017
IRN,2022,FALSE,CONS,,,0-14,,B40,.5247438,2017
IRN,2022,FALSE,CONS,,,0-14,,T60,.4752562,2017
IRN,2022,FALSE,CONS,,,15-64,,B40,.380183,2017
IRN,2022,FALSE,CONS,,,15-64,,T60,.619817,2017
IRN,2022,FALSE,CONS,,,>65,,B40,.2727062,2017
IRN,2022,FALSE,CONS,,,>65,,T60,.7272938,2017
IRN,2022,FALSE,CONS,,,,Primary education,B40,.4401824,2017
IRN,2022,FALSE,CONS,,,,Primary education,T60,.5598176,2017
IRN,2022,FALSE,CONS,,,,Tertiary education,B40,.1807783,2017
IRN,2022,FALSE,CONS,,,,Tertiary education,T60,.8192217,2017
IRN,2022,FALSE,CONS,,,,Secondary education,B40,.3766493,2017
IRN,2022,FALSE,CONS,,,,Secondary education,T60,.6233507,2017
IRN,2022,FALSE,CONS,,,,No education,B40,.5080415,2017
IRN,2022,FALSE,CONS,,,,No education,T60,.4919585,2017
IRN,2022,FALSE,CONS,,Male,,,B40,.4018959,2017
IRN,2022,FALSE,CONS,,Male,,,T60,.5981041,2017
IRN,2022,FALSE,CONS,,Female,,,B40,.3979951,2017
IRN,2022,FALSE,CONS,,Female,,,T60,.6020049,2017
IRN,2022,FALSE,CONS,R,,,,B40,.5672274,2017
IRN,2022,FALSE,CONS,R,,,,T60,.4327726,2017
IRN,2022,FALSE,CONS,U,,,,B40,.3486523,2017
IRN,2022,FALSE,CONS,U,,,,T60,.6513477,2017
IRQ,2012,FALSE,CONS,,,0-14,,B40,.4691035,2017
IRQ,2012,FALSE,CONS,,,0-14,,T60,.5308965,2017
IRQ,2012,FALSE,CONS,,,15-64,,B40,.3562215,2017
IRQ,2012,FALSE,CONS,,,15-64,,T60,.6437786,2017
IRQ,2012,FALSE,CONS,,,>65,,B40,.2818474,2017
IRQ,2012,FALSE,CONS,,,>65,,T60,.7181525,2017
IRQ,2012,FALSE,CONS,,,,Primary education,B40,.4103606,2017
IRQ,2012,FALSE,CONS,,,,Primary education,T60,.5896394,2017
IRQ,2012,FALSE,CONS,,,,Tertiary education,B40,.1370418,2017
IRQ,2012,FALSE,CONS,,,,Tertiary education,T60,.8629583,2017
IRQ,2012,FALSE,CONS,,,,Secondary education,B40,.2544015,2017
IRQ,2012,FALSE,CONS,,,,Secondary education,T60,.7455985,2017
IRQ,2012,FALSE,CONS,,,,No education,B40,.4786195,2017
IRQ,2012,FALSE,CONS,,,,No education,T60,.5213804,2017
IRQ,2012,FALSE,CONS,,Male,,,B40,.3969351,2017
IRQ,2012,FALSE,CONS,,Male,,,T60,.6030649,2017
IRQ,2012,FALSE,CONS,,Female,,,B40,.4030221,2017
IRQ,2012,FALSE,CONS,,Female,,,T60,.5969779,2017
IRQ,2012,FALSE,CONS,R,,,,B40,.5520756,2017
IRQ,2012,FALSE,CONS,R,,,,T60,.4479244,2017
IRQ,2012,FALSE,CONS,U,,,,B40,.3297768,2017
IRQ,2012,FALSE,CONS,U,,,,T60,.6702232,2017
JAM,2021,FALSE,CONS,,,0-14,,B40,.5120846,2017
JAM,2021,FALSE,CONS,,,0-14,,T60,.4879154,2017
JAM,2021,FALSE,CONS,,,15-64,,B40,.3769831,2017
JAM,2021,FALSE,CONS,,,15-64,,T60,.6230169,2017
JAM,2021,FALSE,CONS,,,>65,,B40,.3061686,2017
JAM,2021,FALSE,CONS,,,>65,,T60,.6938314,2017
JAM,2021,FALSE,CONS,,,,Primary education,B40,.4562681,2017
JAM,2021,FALSE,CONS,,,,Primary education,T60,.5437319,2017
JAM,2021,FALSE,CONS,,,,Tertiary education,B40,.1734778,2017
JAM,2021,FALSE,CONS,,,,Tertiary education,T60,.8265222,2017
JAM,2021,FALSE,CONS,,,,Secondary education,B40,.425852,2017
JAM,2021,FALSE,CONS,,,,Secondary education,T60,.5741481,2017
JAM,2021,FALSE,CONS,,Male,,,B40,.3966943,2017
JAM,2021,FALSE,CONS,,Male,,,T60,.6033058,2017
JAM,2021,FALSE,CONS,,Female,,,B40,.4015723,2017
JAM,2021,FALSE,CONS,,Female,,,T60,.5984277,2017
JAM,2021,FALSE,CONS,R,,,,B40,.5486704,2017
JAM,2021,FALSE,CONS,R,,,,T60,.4513296,2017
JAM,2021,FALSE,CONS,U,,,,B40,.28031,2017
JAM,2021,FALSE,CONS,U,,,,T60,.71969,2017
JOR,2010,FALSE,CONS,,,0-14,,B40,.522741,2017
JOR,2010,FALSE,CONS,,,0-14,,T60,.477259,2017
JOR,2010,FALSE,CONS,,,15-64,,B40,.3464093,2017
JOR,2010,FALSE,CONS,,,15-64,,T60,.6535907,2017
JOR,2010,FALSE,CONS,,,>65,,B40,.2023294,2017
JOR,2010,FALSE,CONS,,,>65,,T60,.7976707,2017
JOR,2010,FALSE,CONS,,,,Primary education,B40,.4096523,2017
JOR,2010,FALSE,CONS,,,,Primary education,T60,.5903477,2017
JOR,2010,FALSE,CONS,,,,Tertiary education,B40,.1673498,2017
JOR,2010,FALSE,CONS,,,,Tertiary education,T60,.8326502,2017
JOR,2010,FALSE,CONS,,,,Secondary education,B40,.3860025,2017
JOR,2010,FALSE,CONS,,,,Secondary education,T60,.6139975,2017
JOR,2010,FALSE,CONS,,,,No education,B40,.4009106,2017
JOR,2010,FALSE,CONS,,,,No education,T60,.5990894,2017
JOR,2010,FALSE,CONS,,Male,,,B40,.3965645,2017
JOR,2010,FALSE,CONS,,Male,,,T60,.6034355,2017
JOR,2010,FALSE,CONS,,Female,,,B40,.4034168,2017
JOR,2010,FALSE,CONS,,Female,,,T60,.5965832,2017
JOR,2010,FALSE,CONS,R,,,,B40,.5088904,2017
JOR,2010,FALSE,CONS,R,,,,T60,.4911096,2017
JOR,2010,FALSE,CONS,U,,,,B40,.3770321,2017
JOR,2010,FALSE,CONS,U,,,,T60,.6229679,2017
KAZ,2021,FALSE,CONS,,Male,,,B40,.4216466,2017
KAZ,2021,FALSE,CONS,,Male,,,T60,.5783535,2017
